freq,purpose,c_dest,duration,age,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PROF,FOR,N_GE4,Y45-54,NR,UK	8738034 	8055515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y45-64,NR,AL	: 	: 	: 	: 	: 	749504 	: 	639464 u	: u	: 	: 	: 
A,PROF,FOR,N_GE4,Y45-64,NR,AT	1232015 	1681444 	2112202 	1646191 	1656859 	1456523 	1202603 	1314954 	434879 u	1705434 u	1680113 	2090737 
A,PROF,FOR,N_GE4,Y45-64,NR,BE	6157282 	1739391 	801329 	852678 	1855056 	1207459 b	1364524 	1598375 	1226914 u	1013898 	1371057 	1240289 
A,PROF,FOR,N_GE4,Y45-64,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y45-64,NR,CH	1440167 u	2004239 u	: u	1859418 u	2181267 u	1712022 u	1321168 u	1156984 u	: u	: u	: u	: 
A,PROF,FOR,N_GE4,Y45-64,NR,CY	490899 b	310799 	814930 u	443862 u	313902 	258432 u	278434 u	382608 u	: u	: u	: u	334437 
A,PROF,FOR,N_GE4,Y45-64,NR,CZ	460159 u	: u	: u	: u	: u	: u	: u	740261 u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y45-64,NR,DE	17530852 	18430048 	16484006 	14545767 	25565413 	14418570 	21784466 	14998110 	5363447 u	5236494 u	18514570 	10960926 
A,PROF,FOR,N_GE4,Y45-64,NR,DK	2525108 	1045874 bu	1498792 	2284990 	1438079 	1110286 u	1609815 	2426192 	: u	: u	1071436 u	2151142 
A,PROF,FOR,N_GE4,Y45-64,NR,EA20	42033847 	36748851 	37403421 	33388889 	47635778 	32840693 	45430239 	36652470 	14068002 	15517266 	38157313 	31502417 
A,PROF,FOR,N_GE4,Y45-64,NR,EE	: u	169995 u	619709 	246497 u	302904 u	557557 u	290790 u	409768 u	457712 u	: u	176543 u	461923 u
A,PROF,FOR,N_GE4,Y45-64,NR,EL	337696 u	314376 	247553 u	204034 u	121827 u	179408 u	189385 u	515150 	: u	: u	186914 u	170095 u
A,PROF,FOR,N_GE4,Y45-64,NR,ES	3278551 	3436373 	4157628 	2280463 b	2427612 	2061718 	2847036 	3071721 	869169 u	1089583 	2400062 	2996870 
A,PROF,FOR,N_GE4,Y45-64,NR,EU27_2020	50386446 e	45137538 e	42322767 	39638700 	52923898 	43433781 	56962719 	46554182 	17188977 	22533471 	45295736 	40530892 e
A,PROF,FOR,N_GE4,Y45-64,NR,FI	1918601 b	1248854 	1227546 	2236555 	2319226 	2191418 	2964668 	2883124 	1005563 u	: u	2203348 	1945524 
A,PROF,FOR,N_GE4,Y45-64,NR,FR	3059231 	3199241 	2656913 	2040627 	2651992 	3047639 	3451231 	2985072 	1428328 u	1781470 u	4220386 	2669194 
A,PROF,FOR,N_GE4,Y45-64,NR,HR	881352 u	1089054 u	1137700 u	798605 u	290899 u	395209 u	468109 u	423439 u	: u	: u	260825 u	216755 u
A,PROF,FOR,N_GE4,Y45-64,NR,HU	247168 	223765 	255771 	251145 	258032 	185524 	223669 	396521 	257312 	391849 	402703 	620360 
A,PROF,FOR,N_GE4,Y45-64,NR,IE	510657 	701500 	812121 	807122 	1318111 	730852 	785178 	909705 	286928 	: u	398633 u	1032285 u
A,PROF,FOR,N_GE4,Y45-64,NR,IT	3568973 u	: u	2998102 bu	: u	: u	: u	4837965 u	1932874 u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y45-64,NR,LT	281864 	412606 	306325 	338981 	322453 	353822 	404999 	406880 	185169 	260678 	575245 	680508 
A,PROF,FOR,N_GE4,Y45-64,NR,LU	198316 	199885 	346127 	176483 	170119 	376395 	254903 	444211 	358350 	284080 	460040 	753129 
A,PROF,FOR,N_GE4,Y45-64,NR,LV	313545 u	424578 u	: u	: u	323481 u	: u	: u	: u	: u	205137 u	: u	455524 u
A,PROF,FOR,N_GE4,Y45-64,NR,ME	: 	: 	: 	: 	370323 u	: u	: 	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y45-64,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,PROF,FOR,N_GE4,Y45-64,NR,MT	116145 	140943 	75088 bu	: u	44633 u	64053 u	77312 u	100846 u	: u	133401 u	: u	45344 u
A,PROF,FOR,N_GE4,Y45-64,NR,NL	1115034 bu	1330677 	944823 u	1147286 	1486712 	1847909 	1842914 	2171788 	545779 u	1019799 	2348672 	2315674 
A,PROF,FOR,N_GE4,Y45-64,NR,NO	: 	1705687 	1780133 	1543840 	1348193 u	1282063 	1706911 	: 	: 	: u	2176002 	1052094 u
A,PROF,FOR,N_GE4,Y45-64,NR,PL	4260311 	5752111 	1994762 b	2480930 	2273360 	2727207 	2916283 	2532635 	1978750 	2993520 	2656366 	2948659 
A,PROF,FOR,N_GE4,Y45-64,NR,PT	646725 	608366 	825210 	646489 	784174 	1088740 	1401717 	1175085 	303041 u	461097 	1005528 	1220290 
A,PROF,FOR,N_GE4,Y45-64,NR,RO	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,PROF,FOR,N_GE4,Y45-64,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y45-64,NR,SE	: 	: 	: u	: u	: u	6113507 	6374679 	3682475 	: u	2856749 u	2768462 u	: 
A,PROF,FOR,N_GE4,Y45-64,NR,SI	195382 u	: u	175606 u	224394 u	376856 u	192023 u	222718 u	282166 u	: u	289585 u	321206 	232790 u
A,PROF,FOR,N_GE4,Y45-64,NR,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y45-64,NR,UK	13044532 	11470329 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y55-64,NR,AL	: 	: 	: 	: 	: 	: u	: 	349222 u	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y55-64,NR,AT	405925 u	706855 u	695110 u	531913 u	464541 u	551068 u	572223 u	530428 u	: u	832759 u	872990 u	864514 
A,PROF,FOR,N_GE4,Y55-64,NR,BE	3524449 	913373 	357518 	391397 	397581 u	487454 bu	376587 u	1046697 	: u	: u	418373 u	716095 
A,PROF,FOR,N_GE4,Y55-64,NR,BG	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,CH	: u	: u	: u	: u	1030163 u	: u	: u	: u	: u	: u	: u	: 
A,PROF,FOR,N_GE4,Y55-64,NR,CY	197470 bu	: u	: u	: u	109676 u	: u	: u	213528 u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,DE	8997714 u	6367476 u	5009501 u	4920249 u	9481998 u	6763983 u	10544276 	7784024 u	: u	: u	11505823 u	3538045 u
A,PROF,FOR,N_GE4,Y55-64,NR,DK	: u	: u	: u	659240 u	751420 u	: u	: u	1114487 u	: u	: u	: u	1030233 u
A,PROF,FOR,N_GE4,Y55-64,NR,EA20	18189123 	13683335 	11970059 	10571594 	16959751 	12832803 	18837511 	15566360 	4229727 	7140904 	19208489 	10896006 
A,PROF,FOR,N_GE4,Y55-64,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,EL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	86496 u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,ES	949316 	1542426 	1646376 	1099268 bu	608183 u	422306 u	1119121 	1017355 u	: u	: u	1248438 	1413445 
A,PROF,FOR,N_GE4,Y55-64,NR,EU27_2020	20534469 e	18126644 e	13749273 	12603154 	19382801 	16493041 	23238628 	20232210 	5266084 	10439681 	22912402 	15496577 e
A,PROF,FOR,N_GE4,Y55-64,NR,FI	622131 bu	589859 u	: u	618437 u	1062530 u	: u	1693404 u	1156743 u	: u	: u	966595 u	914002 u
A,PROF,FOR,N_GE4,Y55-64,NR,FR	959326 u	1497577 u	1018055 u	986863 u	1153155 u	1174352 u	1562385 u	820663 u	: u	: u	1651843 u	652640 u
A,PROF,FOR,N_GE4,Y55-64,NR,HR	: u	: u	: u	: u	: u	: u	237259 u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,HU	38220 u	32745 u	: u	: u	: u	: u	: u	118304 u	114561 	197794 	162552 u	137670 u
A,PROF,FOR,N_GE4,Y55-64,NR,IE	121816 u	266745 u	355668 u	195876 u	453958 	262128 	253151 u	282763 u	65800 u	: u	: u	443883 u
A,PROF,FOR,N_GE4,Y55-64,NR,IT	1117239 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,LT	50387 u	148787 	32602 u	27844 	34055 	38823 	40285 	53733 	35143 u	72125 	125359 	164051 
A,PROF,FOR,N_GE4,Y55-64,NR,LU	35196 u	49415 u	83515 u	50009 u	60532 u	98061 u	76733 u	159641 u	141897 u	130483 u	150752 	324125 u
A,PROF,FOR,N_GE4,Y55-64,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y55-64,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y55-64,NR,MT	53333 	53272 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,NL	: u	: u	: u	: u	398048 u	394153 u	323814 u	519741 u	: u	330630 u	621290 	519184 
A,PROF,FOR,N_GE4,Y55-64,NR,NO	: 	682442 u	620372 u	462196 u	780324 u	: u	: u	: 	: 	: u	1049640 u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,PL	1244520 u	3429814 u	784649 b	989286 	1070980 	882155 	1404029 	1154706 	601636 	1105699 	897160 	934911 
A,PROF,FOR,N_GE4,Y55-64,NR,PT	388516 u	348095 u	186188 u	194427 u	302274 u	435596 u	663247 	338405 u	: u	206815 u	526612 	548355 
A,PROF,FOR,N_GE4,Y55-64,NR,RO	: 	: u	: 	: u	: u	: u	: 	: u	: 	: u	: 	: 
A,PROF,FOR,N_GE4,Y55-64,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y55-64,NR,SE	: 	: 	: u	: u	: u	2348457 	2235706 u	1886156 u	: u	: u	: u	: 
A,PROF,FOR,N_GE4,Y55-64,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	137406 u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,SK	: 	: u	: u	: 	: 	: 	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y55-64,NR,UK	4306498 	3414813 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y_GE15,NR,AL	: 	: 	: 	: 	: 	2474643 	: 	1858728 	: u	: 	: 	: 
A,PROF,FOR,N_GE4,Y_GE15,NR,AT	5510787 	5296657 	6549817 	6335101 	4803943 	4346172 	3994682 	5191420 	3439417 	3770870 	6657341 	6001878 
A,PROF,FOR,N_GE4,Y_GE15,NR,BE	13795146 	4109505 	3441613 	3806287 	4851055 	3574455 b	5102503 	4568387 	3945198 	3861215 	5060640 	3668152 
A,PROF,FOR,N_GE4,Y_GE15,NR,BG	373885 bu	438797 u	: u	261870 u	: u	240344 u	311692 u	324183 u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE15,NR,CH	3584039 u	2990828 u	3886354 	3444601 	2821384 	2910630 	2465814 	5114922 	: u	: u	1029492 u	: 
A,PROF,FOR,N_GE4,Y_GE15,NR,CY	2192543 b	894329 	1478260 	1170808 	927652 	1167149 	796367 	872121 	236510 u	426631 u	553293 	888392 
A,PROF,FOR,N_GE4,Y_GE15,NR,CZ	1676241 	1205281 u	1348750 u	1589199 u	816890 u	1399632 u	1284904 	1746535 u	: u	: u	911451 u	741348 u
A,PROF,FOR,N_GE4,Y_GE15,NR,DE	48441746 	46187076 	46838848 	29268738 	51044010 	49458567 	46202944 	43007817 	11463104 	24627356 	33384588 	33831794 
A,PROF,FOR,N_GE4,Y_GE15,NR,DK	5416094 	3259614 b	3503239 	4908622 	2556893 	4754119 	3578253 	6781869 	: u	2025792 u	3943729 	6239901 
A,PROF,FOR,N_GE4,Y_GE15,NR,EA20	125646331 	110205495 	117242923 	86190616 	113154792 	111868247 	116665832 	110915071 	39983923 	56218305 	87083962 	90885628 
A,PROF,FOR,N_GE4,Y_GE15,NR,EE	689294 	1471739 	1471622 	2237838 	1534361 	1556261 	1267615 	1433729 	1682638 	1120042 	685048 	1387238 
A,PROF,FOR,N_GE4,Y_GE15,NR,EL	603280 	910439 	764339 	539496 	498346 	608737 	591729 	822783 	177153 u	: u	396434 	336597 
A,PROF,FOR,N_GE4,Y_GE15,NR,ES	9192490 	10175058 	12028545 	6272085 b	7547175 	6946647 	7844405 	7128433 	2393557 	3759073 	6648411 	7330109 
A,PROF,FOR,N_GE4,Y_GE15,NR,EU27_2020	154027597 e	142384501 e	132018767 	102576248 	127084907 	138431219 	141529276 	136647007 	49117697 	71764147 	109759836 	114221641 e
A,PROF,FOR,N_GE4,Y_GE15,NR,FI	7385855 b	4452747 	6038437 	4950970 	6873868 	5868609 	5386459 	8962411 	2850479 	1829036 u	5026700 	4484327 
A,PROF,FOR,N_GE4,Y_GE15,NR,FR	12730196 	13076446 	10869082 	8062653 	9030016 	12997126 	11424409 	11189192 	4976176 	3813867 	7676579 	6848048 
A,PROF,FOR,N_GE4,Y_GE15,NR,HR	2038484 	4264879 	6208454 	1944587 	1825325 	1954888 	2439481 	1437722 	277728 u	772483 u	960302 	1061826 
A,PROF,FOR,N_GE4,Y_GE15,NR,HU	1021532 	808831 	945979 	1079109 	1126662 	1003926 	598187 	1078079 	578080 	888338 	1459183 	1701212 
A,PROF,FOR,N_GE4,Y_GE15,NR,IE	1411953 	1531849 	1996202 	1864498 	3047901 	1805333 	1958097 	2323655 	729445 	: u	1268503 u	1794406 
A,PROF,FOR,N_GE4,Y_GE15,NR,IT	10517071 	3778714 u	8917118 b	7599001 u	10248825 u	7706122 u	14712397 	7974988 	: u	3216895 u	4135160 u	4475594 u
A,PROF,FOR,N_GE4,Y_GE15,NR,LT	1578701 	1334635 	1364538 	1502332 	1592328 	1678009 	1844844 	1878922 	684204 	1073726 	2413006 	2784808 
A,PROF,FOR,N_GE4,Y_GE15,NR,LU	631988 	564207 	612660 	426370 	325477 	1123531 	873377 	1071688 	751949 	1137422 	938642 	1479785 
A,PROF,FOR,N_GE4,Y_GE15,NR,LV	1001044 	1218133 	459538 u	498953 u	614178 u	590836 u	872623 u	1425990 u	: u	693601 u	471451 u	1155453 
A,PROF,FOR,N_GE4,Y_GE15,NR,ME	: 	: 	: 	: 	771098 u	805726 u	: 	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y_GE15,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,PROF,FOR,N_GE4,Y_GE15,NR,MT	299950 	361422 	395132 b	370435 	205013 	334796 	398686 	367168 	235605 	290895 	324302 	369113 
A,PROF,FOR,N_GE4,Y_GE15,NR,NL	3371987 b	4339048 	4098721 	3746135 	4165277 	6552389 	4771478 	6046573 	2412869 	2338760 	5492621 	8167349 
A,PROF,FOR,N_GE4,Y_GE15,NR,NO	: 	4589310 	5016444 	3757802 	3348741 	3462073 	3741160 	: 	: 	4318740 u	4330154 	2673611 
A,PROF,FOR,N_GE4,Y_GE15,NR,PL	17314152 	23765159 	6308040 b	7044484 	7021811 	8228671 	8764042 	8932386 	6017986 	6901565 	9559672 	7609002 
A,PROF,FOR,N_GE4,Y_GE15,NR,PT	2485088 	2680781 	1976515 	3063342 	2203675 	2318392 	3074345 	2799786 	1149686 	1585581 	2754680 	2634712 
A,PROF,FOR,N_GE4,Y_GE15,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE15,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y_GE15,NR,SE	: 	: 	2550278 u	1469786 u	1979472 u	10871239 	10287633 	6824508 	1953850 u	4702474 u	6571632 u	: 
A,PROF,FOR,N_GE4,Y_GE15,NR,SI	895039 	991602 	912220 	1005099 	953009 	738611 	1110277 	786957 	: u	1083590 	1373024 	1476151 
A,PROF,FOR,N_GE4,Y_GE15,NR,SK	: u	: u	: u	: u	: u	: u	1999115 u	: u	: u	: u	863237 u	709897 u
A,PROF,FOR,N_GE4,Y_GE15,NR,UK	33106515 	33538923 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,AT	: u	: u	305137 u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,BE	819684 	: u	243733 u	: u	: u	: u	307389 u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,BG	: 	: 	: u	: u	: 	: u	: u	: 	: u	: u	: u	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,CZ	: u	: u	: 	: u	: u	: u	: u	: 	: u	: 	: 	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,DE	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,DK	: u	: u	: 	804567 u	: u	: u	: u	: u	: 	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,EA20	2591063 	2755375 	2920488 	3514379 	2000059 	3794329 	3208098 	4554650 	2228395 	1280544 	3147368 	4460844 
A,PROF,FOR,N_GE4,Y_GE65,NR,EE	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,EL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,ES	: u	204676 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,EU27_2020	3494088 e	3786587 e	3297041 	4648694 	2680636 	5370115 	4583983 	5891277 	2748647 	1674088 	4415745 	5403518 e
A,PROF,FOR,N_GE4,Y_GE65,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,FR	: u	: u	: u	: u	: u	960421 u	: u	1004159 u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,HU	: u	: 	: u	: 	: 	: 	: u	: u	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,IE	: u	: u	: u	: u	: u	: u	: u	171140 u	38569 u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,IT	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,LT	: u	90060 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,LU	: u	: u	: u	42490 u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,LV	: u	: u	: 	: 	: u	: u	: 	: 	: 	: 	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,MT	13133 u	13951 u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	364121 	469449 u
A,PROF,FOR,N_GE4,Y_GE65,NR,NO	: 	543197 u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,PL	: u	: u	314659 bu	227759 u	477438 u	213761 u	453505 u	557147 	: u	176313 u	699668 u	325408 u
A,PROF,FOR,N_GE4,Y_GE65,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,RO	: 	: 	: u	: u	: 	: u	: 	: u	: 	: u	: u	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,SE	: 	: 	: u	: u	: u	1184798 u	: u	: u	: u	: u	: u	: 
A,PROF,FOR,N_GE4,Y_GE65,NR,SI	: u	: 	: u	: u	: u	: u	: 	: 	: 	: 	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,SK	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: u
A,PROF,FOR,N_GE4,Y_GE65,NR,UK	845523 	1210109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y_LT15,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,PROF,FOR,N_GE4,Y_LT15,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PROF,FOR,N_GE4,Y_LT15,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	3200809 	: 
A,PROF,FOR,N_GE4,Y_LT15,NR,EA20	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,FOR,N_GE4,Y_LT15,NR,ES	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,FOR,N_GE4,Y_LT15,NR,EU27_2020	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	195725 u	: u	181475 u	251508 u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	216792 u	: u	182106 u	277620 e
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PROF,NEU27_2020_FOR,N1-3,Y15-24,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	99274 u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	222275 	265888 	973369 	1366518 
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,N1-3,Y25-34,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	303281 	446532 	1155308 	1529163 e
