freq,c_dest,purpose,duration,sex,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FOR,PER,N_GE4,F,NR,DK	2376998 	2312863 b	2549238 	2382444 	2370535 	2478052 	2269370 	3565243 	1226780 	990975 	2230433 	2254205 
A,FOR,PER,N_GE4,F,NR,EA20	66161426 	70472667 	70593978 	68648342 	73296487 	77883706 	88679592 	87828129 	26910234 	39772650 	78911482 	90674704 
A,FOR,PER,N_GE4,F,NR,EE	286034 	296784 	334968 	307713 	300432 	329757 	545106 	427916 	113726 	198248 	335035 	414401 
A,FOR,PER,N_GE4,F,NR,EL	231068 	261984 	282330 	262432 	278991 	288823 	338917 	359960 	113892 	168906 	366351 	409260 
A,FOR,PER,N_GE4,F,NR,ES	3281405 	3052074 	3097625 	3973281 b	4543148 	4735578 	5352567 	5527914 	1280493 	1867702 	4731920 	5431067 
A,FOR,PER,N_GE4,F,NR,EU27_2020	78130481 e	83178740 e	84326630 	82317882 	87196364 	96815311 	107328410 	107784251 	32863795 	47062226 	95277491 	108878771 e
A,FOR,PER,N_GE4,F,NR,FI	1898283 b	1739969 	2072320 	2050439 	1986030 	2051371 	2241771 	2907615 	633316 	459328 	1938740 	1862308 
A,FOR,PER,N_GE4,F,NR,FR	8966533 	9272507 	9961245 	8556049 	8647849 	9812084 	10796740 	10914871 	3405762 	4351928 	9369527 	10266089 
A,FOR,PER,N_GE4,F,NR,HR	596516 	779357 	509478 	600461 	290379 	435774 	441085 	465556 	111632 	155685 	282645 	409589 
A,FOR,PER,N_GE4,F,NR,HU	1145154 	1071178 	1205508 	1400774 	1446765 	1586141 	1914088 	2000332 	549657 	717197 	1548196 	1803473 
A,FOR,PER,N_GE4,F,NR,IE	1911080 	1869391 	1903762 	1972594 	2145665 	2269953 	2321458 	2559338 	542053 	632649 	2454110 	2749021 
A,FOR,PER,N_GE4,F,NR,IT	4348906 	4282060 	3777210 b	3173858 	3416281 	3651822 	4717622 	5283972 	1075636 	1430118 	3603483 	3295864 
A,FOR,PER,N_GE4,F,NR,LT	535477 	549108 	570291 	588958 	619400 	644019 	731452 	761189 	197884 	244755 	643779 	718909 
A,FOR,PER,N_GE4,F,NR,LU	433186 	429067 	447147 	469537 	481918 	614085 	663015 	599683 	386644 	554490 	791342 	865836 
A,FOR,PER,N_GE4,F,NR,LV	379356 	347734 	466776 	365362 	340087 	361493 	374196 	407961 	106435 u	155034 	400930 	493207 
A,FOR,PER,N_GE4,F,NR,ME	: 	: 	: 	: 	152451 	132808 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	139787 	26232 	94814 	: 	: 
A,FOR,PER,N_GE4,F,NR,MT	92750 	103761 	124920 b	126622 	139835 	170822 	190782 	207157 	51592 	81743 	190092 	243029 
A,FOR,PER,N_GE4,F,NR,NL	6577497 b	6442547 	6324922 	6455253 	6687997 	7219178 	7389186 	7366941 	2558765 	4436235 	8672908 	8938307 
A,FOR,PER,N_GE4,F,NR,NO	: 	2340084 	2700720 	2546373 	2343002 	2549564 	2308828 	: 	: 	566095 	2545092 	2430095 
A,FOR,PER,N_GE4,F,NR,PL	2661544 	3669590 	4468673 b	4632234 	4613380 	4926096 	5279901 	5477094 	2129920 	2327707 	4584296 	5358198 
A,FOR,PER,N_GE4,F,NR,PT	373817 	431202 	419433 	478199 	456628 	604626 	669793 	847161 	184491 	292201 	752513 	888432 
A,FOR,PER,N_GE4,F,NR,RO	352920 	451722 	475786 	494678 	489421 	482501 	539564 	701087 	178105 	427838 	644761 	909156 
A,FOR,PER,N_GE4,F,NR,RS	: 	: 	: 	: 	: 	: 	209006 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,F,NR,SE	: 	: 	2798138 	2460566 	2596669 	6581593 	5672536 	5110514 	978789 	1444586 	4338529 	: 
A,FOR,PER,N_GE4,F,NR,SI	600757 	654196 	603741 	684551 	741168 	739338 	751546 	722813 	333273 	608105 	978240 	1074731 
A,FOR,PER,N_GE4,F,NR,SK	1070672 	886244 b	817302 	938144 	985370 	1243835 	1511071 	1666116 	284289 	461152 	955571 	1307500 
A,FOR,PER,N_GE4,F,NR,UK	18418812 	19030806 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,M,NR,AL	: 	: 	: 	: 	: 	289366 	: 	334119 	80860 	: 	: 	: 
A,FOR,PER,N_GE4,M,NR,AT	2747775 	2670417 	2612016 	2774637 	2877164 	3053747 	2994694 	3038660 	875795 	2202813 	3802918 	4287792 
A,FOR,PER,N_GE4,M,NR,BE	2709896 	3367822 	3452376 	3275446 	3703205 	3638685 b	3867708 	4407999 	1869609 	2441580 	4365676 	4510128 
A,FOR,PER,N_GE4,M,NR,BG	136688 b	136803 	172362 	156046 	188116 	240707 	260613 	314829 	57827 u	52503 u	261916 	336599 
A,FOR,PER,N_GE4,M,NR,CH	3524364 	3501200 	3896614 	3982126 	4476618 	4517905 	4638382 	4400801 	2140331 	2168908 	4041974 	: 
A,FOR,PER,N_GE4,M,NR,CY	336524 b	295399 	349966 	344758 	368430 	371208 	414129 	435092 	137204 	156313 	309708 	500386 
A,FOR,PER,N_GE4,M,NR,CZ	1977068 	2013903 	2033453 	2104062 	2100040 	2329040 	2397649 	2380375 	806953 	1264177 	2584887 	2771481 
A,FOR,PER,N_GE4,M,NR,DE	27914740 	29683239 	27980165 	28528590 	30730285 	30817450 	36658440 	34304128 	13592730 	17323357 	31684989 	36213797 
A,FOR,PER,N_GE4,M,NR,DK	2101655 	2378103 b	2158538 	2196044 	1986422 	2116489 	2215831 	2929346 	1154724 	998432 	1768351 	2011470 
A,FOR,PER,N_GE4,M,NR,EA20	62653932 	63441553 	62520806 	62608422 	65783566 	68532070 	77365402 	77421577 	26923956 	36596649 	71336593 	81954807 
A,FOR,PER,N_GE4,M,NR,EE	164587 	201361 	209673 	235194 	222458 	211088 	374976 	351408 	141127 	111871 	244513 	350284 
A,FOR,PER,N_GE4,M,NR,EL	199477 	217777 	251525 	241457 	226917 	208471 	296762 	322496 	105774 	112222 	349942 	381904 
A,FOR,PER,N_GE4,M,NR,ES	2988607 	2621040 	2686730 	3687270 b	3713541 	3927646 	4584783 	4554444 	1098229 	1824014 	3931428 	4573090 
A,FOR,PER,N_GE4,M,NR,EU27_2020	73285554 e	74924526 e	74384111 	74905401 	78454192 	85518831 	94425148 	95890123 	33415149 	44362236 	87638111 	100239759 e
A,FOR,PER,N_GE4,M,NR,FI	1690939 b	1702295 	1598539 	1668332 	1745459 	1802876 	2041510 	2232037 	637686 	420804 	1919962 	1788056 
A,FOR,PER,N_GE4,M,NR,FR	7841985 	8049177 	8846511 	7562917 	7601139 	8341507 	8483768 	8490670 	2798254 	3723069 	7333606 	9602665 
A,FOR,PER,N_GE4,M,NR,HR	522571 	558281 	489742 	545441 	280605 	310749 	307508 	364824 	107644 	129974 	263393 	390545 
A,FOR,PER,N_GE4,M,NR,HU	1004432 	945345 	1068788 	1218634 	1250328 	1379615 	1667397 	1817794 	540514 	677961 	1425488 	1760989 
A,FOR,PER,N_GE4,M,NR,IE	1655658 	1587938 	1528595 	1651867 	1859607 	1933819 	1963155 	2338844 	507144 	579757 	2111320 	2565557 
A,FOR,PER,N_GE4,M,NR,IT	4303996 	3284624 	3382247 b	2811410 	2926238 	3246662 	3964153 	4394462 	969126 	1410794 	3277943 	3524499 
A,FOR,PER,N_GE4,M,NR,LT	414627 	428223 	423253 	440258 	452804 	490928 	539288 	559476 	151528 	207715 	506110 	549803 
A,FOR,PER,N_GE4,M,NR,LU	401666 	431075 	464941 	429155 	457778 	633199 	610039 	622479 	419087 	525600 	866842 	796694 
A,FOR,PER,N_GE4,M,NR,LV	234725 	227762 	305697 	255635 	217531 	252020 	285449 	333418 	77157 u	127690 	272894 	397726 
A,FOR,PER,N_GE4,M,NR,ME	: 	: 	: 	: 	146349 	133973 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	130752 	30867 	90514 	: 	: 
A,FOR,PER,N_GE4,M,NR,MT	97637 	109892 	107854 b	126289 	121726 	162521 	200184 	207322 	49102 	82204 	185184 	240007 
A,FOR,PER,N_GE4,M,NR,NL	6648492 b	6422903 	6534176 	6200088 	6529954 	7228098 	7501796 	7909834 	2735469 	3938770 	7608156 	8350810 
A,FOR,PER,N_GE4,M,NR,NO	: 	1941541 	2482836 	2424622 	2329441 	2418905 	2041670 	: 	: 	602599 	2170117 	1807934 
A,FOR,PER,N_GE4,M,NR,PL	2445118 	3041270 	3408876 b	3697130 	3953218 	4019873 	4306846 	4726954 	2365128 	2594727 	4140187 	4839741 
A,FOR,PER,N_GE4,M,NR,PT	303061 	364147 	356597 	383391 	361110 	496196 	508298 	636634 	157612 	225007 	587499 	705018 
A,FOR,PER,N_GE4,M,NR,RO	332524 	386073 	475227 	399447 	416996 	444527 	528668 	652306 	166302 	411336 	658851 	769384 
A,FOR,PER,N_GE4,M,NR,RS	: 	: 	: 	: 	: 	: 	216125 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,M,NR,SE	: 	: 	2546062 	2525615 	2775506 	6456509 	5682742 	5646941 	1399745 	1766451 	5461839 	: 
A,FOR,PER,N_GE4,M,NR,SI	592175 	530635 	538186 	634959 	627515 	551105 	751162 	673608 	300499 	547867 	779169 	1030640 
A,FOR,PER,N_GE4,M,NR,SK	884794 	687545 b	402018 	811328 	760100 	854096 	1017599 	1243743 	193180 	505228 	935341 	1195408 
A,FOR,PER,N_GE4,M,NR,UK	19140572 	20078116 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,T,NR,AL	: 	: 	: 	: 	: 	585820 	: 	665605 	155492 	: 	: 	: 
A,FOR,PER,N_GE4,T,NR,AT	6168182 	5834435 	5917537 	5876843 	6401656 	6531145 	6374917 	6662012 	1923775 	4468928 	7868340 	9093139 
A,FOR,PER,N_GE4,T,NR,BE	5516819 	7012162 	6979832 	6706449 	8052872 	7502786 b	8186624 	9029837 	3931466 	5056564 	8997947 	9394162 
A,FOR,PER,N_GE4,T,NR,BG	282408 b	321345 	376661 	352530 	395159 	518670 	593303 	694531 	115600 	97962 	612336 	722807 
A,FOR,PER,N_GE4,T,NR,CH	7441234 	7635402 	7881241 	8390483 	9029966 	9645337 	9696433 	8650272 	4310924 	4781805 	8076794 	: 
A,FOR,PER,N_GE4,T,NR,CY	789571 b	737537 	849916 	758982 	837274 	896055 	933210 	959715 	297516 	312610 	808902 	1092132 
A,FOR,PER,N_GE4,T,NR,CZ	4368854 	4193023 	4064463 	4206423 	4276103 	4928299 	5038319 	5102526 	1639489 	2599992 	5254261 	5660910 
A,FOR,PER,N_GE4,T,NR,DE	55812452 	61507424 	59527746 	59226045 	63622591 	65662250 	78083504 	72336280 	25852931 	35960332 	64932398 	77239823 
A,FOR,PER,N_GE4,T,NR,DK	4478653 	4690966 b	4707775 	4578488 	4356957 	4594542 	4485200 	6494589 	2381503 	1989407 	3998784 	4265676 
A,FOR,PER,N_GE4,T,NR,EA20	128815357 	133914220 	133114783 	131256765 	139080053 	146415775 	166044993 	165249706 	53834190 	76369298 	150248074 	172629510 
A,FOR,PER,N_GE4,T,NR,EE	450621 	498145 	544641 	542907 	522891 	540845 	920082 	779325 	254853 	310118 	579548 	764684 
A,FOR,PER,N_GE4,T,NR,EL	430545 	479761 	533856 	503889 	505908 	497294 	635678 	682455 	219666 	281128 	716292 	791164 
A,FOR,PER,N_GE4,T,NR,ES	6270012 	5673113 	5784355 	7660551 b	8256689 	8663224 	9937351 	10082358 	2378722 	3691717 	8663348 	10004156 
A,FOR,PER,N_GE4,T,NR,EU27_2020	151416035 e	158103266 e	158710741 	157223283 	165650557 	182334142 	201753558 	203674373 	66278944 	91424462 	182915602 	209118530 e
A,FOR,PER,N_GE4,T,NR,FI	3589222 b	3442265 	3670859 	3718771 	3731489 	3854247 	4283282 	5139652 	1271001 	880132 	3858702 	3650363 
A,FOR,PER,N_GE4,T,NR,FR	16808518 	17321684 	18807756 	16118966 	16248988 	18153591 	19280508 	19405540 	6204016 	8074997 	16703133 	19868754 
A,FOR,PER,N_GE4,T,NR,HR	1119087 	1337637 	999220 	1145902 	570983 	746523 	748594 	830380 	219276 	285659 	546038 	800134 
A,FOR,PER,N_GE4,T,NR,HU	2149586 	2016523 	2274296 	2619408 	2697093 	2965756 	3581485 	3818126 	1090171 	1395158 	2973684 	3564462 
A,FOR,PER,N_GE4,T,NR,IE	3566738 	3457329 	3432357 	3624461 	4005273 	4203772 	4284612 	4898182 	1049197 	1212406 	4565430 	5314578 
A,FOR,PER,N_GE4,T,NR,IT	8652902 	7566684 	7159457 b	5985268 	6342519 	6898485 	8681775 	9678433 	2044762 	2840912 	6881426 	6820363 
A,FOR,PER,N_GE4,T,NR,LT	950104 	977332 	993544 	1029216 	1072204 	1134947 	1270740 	1320665 	349412 	452470 	1149889 	1268712 
A,FOR,PER,N_GE4,T,NR,LU	834852 	860142 	912087 	898692 	939696 	1247283 	1273054 	1222162 	805731 	1080090 	1658184 	1662530 
A,FOR,PER,N_GE4,T,NR,LV	614081 	575496 	772473 	620997 	557618 	613513 	659645 	741379 	183593 	282724 	673824 	890933 
A,FOR,PER,N_GE4,T,NR,ME	: 	: 	: 	: 	298800 	266780 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	270539 	57099 	185328 	: 	: 
A,FOR,PER,N_GE4,T,NR,MT	190386 	213653 	232774 b	252911 	261562 	333343 	390966 	414480 	100695 	163947 	375276 	483036 
A,FOR,PER,N_GE4,T,NR,NL	13225989 b	12865450 	12859098 	12655341 	13217950 	14447276 	14890982 	15276775 	5294234 	8375005 	16281063 	17289117 
A,FOR,PER,N_GE4,T,NR,NO	: 	4281625 	5183556 	4970994 	4672443 	4968469 	4350498 	: 	: 	1168694 	4715208 	4238029 
A,FOR,PER,N_GE4,T,NR,PL	5106662 	6710860 	7877549 b	8329364 	8566599 	8945969 	9586747 	10204048 	4495049 	4922434 	8724483 	10197939 
A,FOR,PER,N_GE4,T,NR,PT	676878 	795349 	776030 	861590 	817738 	1100822 	1178090 	1483795 	342103 	517208 	1340012 	1593450 
A,FOR,PER,N_GE4,T,NR,RO	685444 	837795 	951013 	894124 	906417 	927029 	1068232 	1353393 	344407 	839174 	1303612 	1678540 
A,FOR,PER,N_GE4,T,NR,RS	: 	: 	: 	: 	: 	: 	425132 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,T,NR,SE	: 	: 	5344200 	4986182 	5372175 	13038102 	11355278 	10757455 	2378534 	3211037 	9800368 	: 
A,FOR,PER,N_GE4,T,NR,SI	1192932 	1184831 	1141927 	1319510 	1368683 	1290443 	1502708 	1396421 	633772 	1155972 	1757409 	2105371 
A,FOR,PER,N_GE4,T,NR,SK	1955466 	1573789 b	1219320 	1749472 	1745471 	2097931 	2528670 	2909859 	477469 	966380 	1890913 	2502908 
A,FOR,PER,N_GE4,T,NR,UK	37559384 	39108921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,F,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,FOR,PROF,N1-3,F,NR,AT	481463 	362800 	301849 	349379 	313228 	264430 	226802 	355131 	63506 	116174 u	223902 	296584 
A,FOR,PROF,N1-3,F,NR,BE	272531 	155418 	157615 	217953 	265104 	219491 b	228840 	228990 	142829 	57356 u	141359 	226592 
A,FOR,PROF,N1-3,F,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PROF,N1-3,F,NR,CH	: u	: u	: u	109122 u	: u	: u	139575 u	: u	: u	: u	: u	: 
A,FOR,PROF,N1-3,F,NR,CY	40233 b	19052 u	28192 u	20791 u	49416 	44954 u	: u	43824 u	: u	: u	: u	36206 
A,FOR,PROF,N1-3,F,NR,CZ	: u	84091 u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,FOR,PROF,N1-3,F,NR,DE	1969547 	1447618 	745227 u	970362 u	1185225 u	1454057 u	942766 u	1079733 u	537716 u	: u	725777 u	975509 u
A,FOR,PROF,N1-3,F,NR,DK	218655 	241810 bu	212970 	515733 	249897 	138961 u	218836 	239409 	: u	: u	81383 u	147831 u
A,FOR,PROF,N1-3,F,NR,EA20	5008696 	4105693 	3327014 	3612121 	3938308 	4615910 	4391917 	4862693 	1863793 	1435189 	2939797 	3767417 
A,FOR,PROF,N1-3,F,NR,EE	62835 u	66168 	72145 	51568 	97944 	60814 	122375 	93954 	: u	: u	44411 u	63301 
A,FOR,PROF,N1-3,F,NR,EL	: u	: u	: u	14813 u	: u	: u	: u	: u	: u	: u	10262 u	: u
A,FOR,PROF,N1-3,F,NR,ES	160279 	202315 	230317 	217386 b	186406 	254845 	300508 	263728 	49761 u	119281 u	176055 	253580 
A,FOR,PROF,N1-3,F,NR,EU27_2020	5636223 e	4808271 e	3871640 	4503380 	4494044 	5556593 	5479275 	5779251 	2097282 	1766748 	3730203 	4716277 e
A,FOR,PROF,N1-3,F,NR,FI	336931 b	334122 	349484 	321012 	308075 	385537 	427935 	374490 	: u	: u	136557 u	213334 
A,FOR,PROF,N1-3,F,NR,FR	709585 	561218 	478231 	471848 	459165 	811921 	619488 	665112 	366105 	266147 u	637296 	489955 
A,FOR,PROF,N1-3,F,NR,HR	59966 u	68254 	134672 	87005 u	39764 u	49151 	101336 	86909 	: u	: u	35822 u	49836 
A,FOR,PROF,N1-3,F,NR,HU	63430 	70988 	55885 	71979 	74598 	71478 	87443 	80385 	43073 	33987 	67799 	83828 
A,FOR,PROF,N1-3,F,NR,IE	107922 	116710 	106829 	137495 	191884 	146854 	178301 	145970 	34065 	: u	79885 u	159689 u
A,FOR,PROF,N1-3,F,NR,IT	233927 u	283160 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PROF,N1-3,F,NR,LT	48861 	41079 	52774 	50840 	54988 	52692 	54643 	74966 	19712 	34751 	54288 	65166 
A,FOR,PROF,N1-3,F,NR,LU	36050 	50847 	48295 	45460 	42394 	67489 	95411 	100439 	84610 	25391 	43249 	83108 
A,FOR,PROF,N1-3,F,NR,LV	61339 u	63992 u	: u	: u	53029 u	: u	38348 u	: u	: u	: u	32422 u	49182 u
A,FOR,PROF,N1-3,F,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,FOR,PROF,N1-3,F,NR,MT	7636 	6351 	11066 bu	16366 u	8986 u	13753 u	16288 u	14794 u	: u	: u	7994 u	18809 
A,FOR,PROF,N1-3,F,NR,NL	220204 b	171376 	212689 	236033 	199060 	358310 	392747 	491651 	254602 	58529 u	315174 	324224 
A,FOR,PROF,N1-3,F,NR,NO	: 	271217 	338821 	250517 	600353 	233831 	369600 	: 	: 	: u	163093 u	239072 
A,FOR,PROF,N1-3,F,NR,PL	177258 u	171684 u	87512 b	82533 	80209 	138990 	124676 	158269 	29406 	36592 	98504 	159198 
A,FOR,PROF,N1-3,F,NR,PT	63105 	46450 u	73251 	51539 u	54083 	70286 	75799 	128662 	27871 u	: u	64005 	80138 
A,FOR,PROF,N1-3,F,NR,RO	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,F,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,F,NR,SE	: 	: 	: u	167989 u	: u	519846 	598391 	362876 	138803 u	199474 u	: u	: 
A,FOR,PROF,N1-3,F,NR,SI	73573 	63195 	78210 	87492 	94682 	104007 	98665 	124781 	: u	29232 u	70991 	121380 
A,FOR,PROF,N1-3,F,NR,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	101045 u
A,FOR,PROF,N1-3,F,NR,UK	666865 	631401 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,M,NR,AL	: 	: 	: 	: 	: 	37420 	: 	11574 u	: u	: 	: 	: 
A,FOR,PROF,N1-3,M,NR,AT	873934 	1138310 	1125870 	938675 	939162 	983729 	692306 	881517 	362011 	487303 	862525 	804321 
A,FOR,PROF,N1-3,M,NR,BE	583824 	456352 	382807 	394325 	559201 	539918 b	444313 	544181 	140105 	156070 	448570 	544135 
A,FOR,PROF,N1-3,M,NR,BG	: u	23620 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PROF,N1-3,M,NR,CH	907246 u	334646 u	513485 u	356302 u	462136 	581635 	480885 	476340 u	: u	: u	233016 u	: 
A,FOR,PROF,N1-3,M,NR,CY	77902 b	67076 	53694 	72010 	70259 	97603 	90700 	121212 	23023 u	: u	67998 u	74602 
A,FOR,PROF,N1-3,M,NR,CZ	323332 	259116 	202394 	182070 	314682 	240281 	287088 	296821 	124220 u	: u	104386 u	267053 
A,FOR,PROF,N1-3,M,NR,DE	5458163 	4318896 	4016849 	4699041 	4008930 	4864274 	5238835 	3938734 	1590315 	730627 u	2539561 	3507958 
A,FOR,PROF,N1-3,M,NR,DK	961515 	463515 b	509841 	535240 	522827 	484906 	856890 	609853 	: u	110061 u	239713 u	301683 
A,FOR,PROF,N1-3,M,NR,EA20	12600532 	11037954 	11824043 	11754403 	11233809 	13655590 	14004332 	12679306 	4606292 	3761669 	8243463 	10138884 
A,FOR,PROF,N1-3,M,NR,EE	98098 	96085 	165104 	125739 	173586 	136374 	232711 	155076 	33201 u	47748 u	44645 u	104922 
A,FOR,PROF,N1-3,M,NR,EL	: u	32518 u	24251 u	27375 u	19043 u	24070 u	21864 u	33785 u	17224 u	: u	: u	34540 u
A,FOR,PROF,N1-3,M,NR,ES	758507 	621417 	503936 	549752 b	684182 	663415 	762396 	859593 	119589 	207168 	469509 	623395 
A,FOR,PROF,N1-3,M,NR,EU27_2020	15846717 e	12927653 e	13390923 	13192922 	12915018 	16769706 	17326762 	16358632 	5554331 	4945972 	10239728 	12527754 e
A,FOR,PROF,N1-3,M,NR,FI	984140 b	749225 	866681 	761703 	945212 	832728 	952719 	567832 	86603 u	123367 u	223649 	491611 
A,FOR,PROF,N1-3,M,NR,FR	1018797 	1241398 	1413857 	1155787 	1013074 	1777866 	1537940 	1650249 	1116939 	915696 	1648495 	1456117 
A,FOR,PROF,N1-3,M,NR,HR	242739 	231331 	315137 	250940 	246491 	190154 	166067 	187848 	23847 u	43895 u	64531 	149492 
A,FOR,PROF,N1-3,M,NR,HU	273647 	251845 	241136 	245441 	246756 	228185 	252521 	289807 	165502 	163780 	245912 	239157 
A,FOR,PROF,N1-3,M,NR,IE	278666 	332332 	359939 	401133 	344871 	339041 	408615 	406499 	97106 	63671 u	258896 	340705 
A,FOR,PROF,N1-3,M,NR,IT	814008 	562511 	897102 bu	630321 u	435790 u	549795 u	923420 	639997 u	: u	: u	212659 u	292723 u
A,FOR,PROF,N1-3,M,NR,LT	106720 	122812 	130104 	141846 	148317 	162992 	180826 	174126 	61684 	57468 	98434 	118768 
A,FOR,PROF,N1-3,M,NR,LU	157755 	148769 	171904 	142578 	109894 	220775 	273254 	262825 	41557 	80372 	150463 	195076 
A,FOR,PROF,N1-3,M,NR,LV	86624 	89926 u	56637 u	67799 u	70693 u	52747 u	62379 u	85072 u	: u	: u	44290 u	77085 
A,FOR,PROF,N1-3,M,NR,ME	: 	: 	: 	: 	83295 	43364 u	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,FOR,PROF,N1-3,M,NR,MT	21094 	22548 	24035 b	22533 	25316 	53156 	48828 	52059 	26857 	28075 	18996 	38505 
A,FOR,PROF,N1-3,M,NR,NL	573262 b	516781 	595463 	730874 	694785 	1315222 	1147745 	1311402 	525781 	383024 	723349 	775630 
A,FOR,PROF,N1-3,M,NR,NO	: 	646720 	822667 	790072 	457727 	534331 	755644 	: 	: 	91960 u	446182 	392169 
A,FOR,PROF,N1-3,M,NR,PL	1280344 	504688 	226429 b	233453 	291633 	311657 	409531 	387261 	227537 	287293 	382121 	495583 
A,FOR,PROF,N1-3,M,NR,PT	144293 	80337 	174890 	173441 	154870 	156410 	182307 	215053 	77985 	71978 	118633 	120430 
A,FOR,PROF,N1-3,M,NR,RO	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,M,NR,RS	: 	: 	: 	: 	: 	: 	71239 u	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,M,NR,SE	: 	: 	381608 	229581 u	277713 u	1840017 	1505212 	2062891 	379323 u	540330 u	1007628 u	: 
A,FOR,PROF,N1-3,M,NR,SI	194345 	156541 	218246 	229824 	170401 	223155 	246290 	208254 	39750 u	89202 	95959 	174703 
A,FOR,PROF,N1-3,M,NR,SK	: u	: u	: u	: u	: u	472166 u	390818 u	383991 u	: u	112157 u	135868 u	214165 
A,FOR,PROF,N1-3,M,NR,UK	2517621 	2492613 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,T,NR,AL	: 	: 	: 	: 	: 	44888 	: 	16077 u	: u	: 	: 	: 
A,FOR,PROF,N1-3,T,NR,AT	1355397 	1501111 	1427719 	1288054 	1252389 	1248159 	919107 	1236648 	425517 	603476 	1086427 	1100906 
A,FOR,PROF,N1-3,T,NR,BE	856356 	611770 	540422 	612278 	824305 	759409 b	673153 	773171 	282934 	213427 	589929 	770727 
A,FOR,PROF,N1-3,T,NR,BG	: u	36446 u	: u	: u	36170 u	: u	: u	39065 u	: u	: u	: u	: u
A,FOR,PROF,N1-3,T,NR,CH	1061038 	447555 u	705951 	465423 	566171 	699082 	620460 	682499 	: u	: u	268840 u	: 
A,FOR,PROF,N1-3,T,NR,CY	118135 b	86129 	81887 	92801 	119674 	142557 	120958 	165036 	40538 u	: u	86900 	110808 
A,FOR,PROF,N1-3,T,NR,CZ	361147 	343207 	254563 	229898 	367089 	291311 	335337 	366068 	124220 u	: u	143691 u	309326 
A,FOR,PROF,N1-3,T,NR,DE	7427710 	5766514 	4762076 	5669403 	5194156 	6318331 	6181602 	5018467 	2128031 	1247376 	3265338 	4483467 
A,FOR,PROF,N1-3,T,NR,DK	1180170 	705325 b	722811 	1050973 	772724 	623867 	1075726 	849262 	: u	160763 u	321096 	449514 
A,FOR,PROF,N1-3,T,NR,EA20	17609228 	15143647 	15151057 	15366523 	15172117 	18271500 	18396250 	17541999 	6470085 	5196858 	11183260 	13906302 
A,FOR,PROF,N1-3,T,NR,EE	160934 	162253 	237248 	177307 	271530 	197189 	355086 	249030 	54510 u	69951 	89056 	168223 
A,FOR,PROF,N1-3,T,NR,EL	26264 u	44304 	30709 u	42188 	22716 u	35060 	33522 u	45524 	23785 u	: u	26695 u	40571 u
A,FOR,PROF,N1-3,T,NR,ES	918786 	823733 	734253 	767138 b	870588 	918260 	1062904 	1123321 	169351 	326450 	645564 	876975 
A,FOR,PROF,N1-3,T,NR,EU27_2020	21482940 e	17735924 e	17262562 	17696302 	17409062 	22326298 	22806037 	22137883 	7651613 	6712720 	13969931 	17244030 e
A,FOR,PROF,N1-3,T,NR,FI	1321071 b	1083347 	1216165 	1082715 	1253288 	1218265 	1380653 	942322 	138792 u	143145 u	360206 	704945 
A,FOR,PROF,N1-3,T,NR,FR	1728381 	1802616 	1892088 	1627636 	1472239 	2589787 	2157428 	2315361 	1483044 	1181843 	2285791 	1946072 
